url,type_boit,type_carburant,kilometrage,marke,model,puissance,price
https://www.avito.ma/fr/autre_secteur/voitures_de_location/Nouvelle_T_roc_a_louer_a_rabat__56219844.htm,,,,,,,430 DH
https://www.avito.ma/fr/2_mars/voitures_d'occasion/Fiat_500_Essence_Automatique_2021_à_Casablanca_56223315.htm,Automatique,Essence,70 000 - 74 999,Fiat,500,6 CV,145 000 DH
https://www.avito.ma/fr/californie/voitures_d'occasion/classe_a_200_d__56217257.htm,Automatique,Diesel,15 000 - 19 999,Mercedes-Benz,Classe A,8 CV,430 000 DH
https://www.avito.ma/fr/khemisset/voitures_d'occasion/Tiguan_1er_main_automatique__56279898.htm,Automatique,Diesel,130 000 - 139 999,Volkswagen,Tiguan,8 CV,233 000 DH
https://www.avito.ma/fr/hay_massira/voitures_d'occasion/Hyundai_Tucson_1er_main__55613002.htm,Manuelle,Diesel,100 000 - 109 999,Hyundai,Tucson,7 CV,210 000 DH
https://www.avito.ma/fr/agdal/voitures_d'occasion/Bmw_serie_4_56283295.htm,Automatique,Diesel,85 000 - 89 999,BMW,Série 4,8 CV,280 000 DH
https://www.avito.ma/fr/sidi_bernoussi/voitures_d'occasion/Dacia_Stepway_Diesel_en_très_bon_état_à_Casablanca_56283297.htm,Manuelle,Diesel,150 000 - 159 999,Dacia,Sandero,6 CV,95 000 DH
https://www.avito.ma/fr/centre/voitures_d'occasion/Audi_A3_Diesel_Automatique_2015_à_Fès_56283296.htm,Automatique,Diesel,20 000 - 24 999,Audi,A3,8 CV,
https://www.avito.ma/fr/autre_secteur/voitures_de_location/Vehicule_citadine_disponible__56216818.htm,,,,,,,399 DH
https://www.avito.ma/fr/zitoune/voitures_d'occasion/hyundai_56283336.htm,Manuelle,Essence,5 000 - 9 999,Hyundai,Elantra,9 CV,
https://www.avito.ma/fr/dakhla/voitures_d'occasion/Skoda_Octavia_Diesel_Manuelle_2017_à_Dakhla_56283337.htm,Manuelle,Diesel,110 000 - 119 999,Skoda,Octavia,8 CV,163 000 DH
https://www.avito.ma/fr/hamria/voitures_d'occasion/Hyundai_Santa_Fe_Diesel_Manuelle_2010_à_Meknès_56283323.htm,Manuelle,Diesel,200 000 - 249 999,Hyundai,Santa Fe,9 CV,97 000 DH
https://www.avito.ma/fr/centre_ville/voitures_de_location/Location_de_Voitures_Huren_Cars___Dès_200_Dhs_jour_54350087.htm,,,,,,,
https://www.avito.ma/fr/ahammar/voitures_de_location/Location_de_voiture_des_citroen_c3_et_c4_56214975.htm,,,,,,,199 DH
https://www.avito.ma/fr/casablanca_finance_city/voitures_d'occasion/audi_A4_2022_56283321.htm,Automatique,Diesel,95 000 - 99 999,Audi,A4,8 CV,340 000 DH
https://www.avito.ma/fr/berrechid/voitures_d'occasion/passat_b6__56283334.htm,Automatique,Essence,120 000 - 129 999,Volkswagen,Passat,11 CV,
https://www.avito.ma/fr/hay_alqods/voitures_de_location/Tucson_Hybrid_a_louer_56216006.htm,,,,,,,199 DH
https://www.avito.ma/fr/branes_2/voitures_d'occasion/dacia_logan__56283332.htm,Manuelle,Diesel,30 000 - 34 999,Dacia,Logan,6 CV,120 000 DH
https://www.avito.ma/fr/tilila/voitures_d'occasion/Clio_4_diesel_2019_première_main__56283318.htm,Manuelle,Diesel,140 000 - 149 999,Renault,Clio,6 CV,115 000 DH
https://www.avito.ma/fr/centre/voitures_d'occasion/Audi_A3_Diesel_Automatique_2015_à_Fès_56283316.htm,Automatique,Diesel,20 000 - 24 999,Audi,A3,8 CV,
https://www.avito.ma/fr/berrechid/voitures_d'occasion/Volkswagen_Passat_Essence_Automatique_2010_56283309.htm,Automatique,Essence,120 000 - 129 999,Volkswagen,Passat,11 CV,
https://www.avito.ma/fr/oulfa/voitures_d'occasion/Jetta_2019_56283312.htm,Automatique,Diesel,100 000 - 109 999,Volkswagen,Jetta,8 CV,180 000 DH
https://www.avito.ma/fr/hay_riad/voitures_d'occasion/alfa_rome_giulietta_56283310.htm,Manuelle,Diesel,200 000 - 249 999,Alfa Romeo,Giulietta,8 CV,85 000 DH
https://www.avito.ma/fr/anfa/voitures_d'occasion/Bmw_serie_7_56283319.htm,Automatique,Diesel,250 000 - 299 999,BMW,Série 7,12 CV,145 000 DH
https://www.avito.ma/fr/centre_ville/voitures_de_location/كراء_سيارة_فاخرة_t_roc__56180671.htm,,,,,,,199 DH
https://www.avito.ma/fr/ain_mezouar/voitures_de_location/Dacia_Logan_56273383.htm,,,,,,,150 DH
https://www.avito.ma/fr/californie/voitures_d'occasion/Fiat_Doblo_Diesel_Manuelle_2017_à_Casablanca_56283317.htm,Manuelle,Diesel,120 000 - 129 999,Fiat,Doblo,5 CV,
https://www.avito.ma/fr/hay_chmaou/voitures_de_location/Megane_4_verte_a_louer_56216704.htm,,,,,,,199 DH
https://www.avito.ma/fr/ain_sebaa/voitures_d'occasion/fiesta__56283315.htm,Manuelle,Diesel,190 000 - 199 999,Ford,Fiesta,6 CV,95 000 DH
https://www.avito.ma/fr/hamria/voitures_d'occasion/Mercedes_classe_A_56283304.htm,Automatique,Diesel,15 000 - 19 999,Mercedes-Benz,Classe A,7 CV,355 000 DH
https://www.avito.ma/fr/ahlane/voitures_d'occasion/Peugeot_208_56283302.htm,Manuelle,Diesel,110 000 - 119 999,Peugeot,208,6 CV,124 000 DH
https://www.avito.ma/fr/khouribga/voitures_d'occasion/سطروين_سي4_56283303.htm,Manuelle,Diesel,30 000 - 34 999,Citroen,C4,6 CV,95 000 DH
https://www.avito.ma/fr/californie/voitures_d'occasion/classe_a_200_d__56217257.htm,Automatique,Diesel,15 000 - 19 999,Mercedes-Benz,Classe A,8 CV,430 000 DH
https://www.avito.ma/fr/autre_secteur/voitures_d'occasion/Kia_Sportage_Black_Edition_2023_56113976.htm,Automatique,Diesel,65 000 - 69 999,Kia,Sportage,6 CV,
https://www.avito.ma/fr/aïn_chock/voitures_d'occasion/MERCEDES_BENZ_CLA_2021_pack_amg__55144344.htm,Automatique,Diesel,90 000 - 94 999,Mercedes-Benz,Classe CLA,8 CV,
https://www.avito.ma/fr/autre_secteur/voitures_de_location/Nouvelle_T_roc_a_louer_a_rabat__56219844.htm,,,,,,,430 DH
https://www.avito.ma/fr/hay_riad/voitures_d'occasion/Mercedes_Benz_GLC_220_56283301.htm,Automatique,Diesel,160 000 - 169 999,Mercedes-Benz,220,10 CV,
https://www.avito.ma/fr/2_mars/voitures_d'occasion/Fiat_500_Essence_Automatique_2021_à_Casablanca_56223315.htm,Automatique,Essence,70 000 - 74 999,Fiat,500,6 CV,145 000 DH
https://www.avito.ma/fr/sidi_maarouf/voitures_d'occasion/VOLKSWAGEN_TOUAREG_2013_56268871.htm,Automatique,Diesel,190 000 - 199 999,Volkswagen,Touareg,12 CV,138 000 DH
https://www.avito.ma/fr/khemisset/voitures_d'occasion/Tiguan_1er_main_automatique__56279898.htm,Automatique,Diesel,130 000 - 139 999,Volkswagen,Tiguan,8 CV,233 000 DH
https://www.avito.ma/fr/founty/voitures_de_location/location_de_voiture_aéroport_agadir_al_massira_56026665.htm,,,,,,,240 DH
https://www.avito.ma/fr/hay_massira/voitures_d'occasion/Hyundai_Tucson_1er_main__55613002.htm,Manuelle,Diesel,100 000 - 109 999,Hyundai,Tucson,7 CV,210 000 DH
https://www.avito.ma/fr/zitoune/voitures_d'occasion/hyundai_56283336.htm,Manuelle,Essence,5 000 - 9 999,Hyundai,Elantra,9 CV,
https://www.avito.ma/fr/hamria/voitures_d'occasion/Hyundai_Santa_Fe_Diesel_Manuelle_2010_à_Meknès_56283323.htm,Manuelle,Diesel,200 000 - 249 999,Hyundai,Santa Fe,9 CV,97 000 DH
https://www.avito.ma/fr/ahammar/voitures_de_location/Location_de_voiture_des_citroen_c3_et_c4_56214975.htm,,,,,,,199 DH
https://www.avito.ma/fr/branes_2/voitures_d'occasion/dacia_logan__56283332.htm,Manuelle,Diesel,30 000 - 34 999,Dacia,Logan,6 CV,120 000 DH
https://www.avito.ma/fr/autre_secteur/voitures_de_location/Vehicule_citadine_disponible__56216818.htm,,,,,,,399 DH
https://www.avito.ma/fr/casablanca_finance_city/voitures_d'occasion/audi_A4_2022_56283321.htm,Automatique,Diesel,95 000 - 99 999,Audi,A4,8 CV,340 000 DH
https://www.avito.ma/fr/centre_ville/voitures_de_location/Location_de_Voitures_Huren_Cars___Dès_200_Dhs_jour_54350087.htm,,,,,,,
https://www.avito.ma/fr/dakhla/voitures_d'occasion/Skoda_Octavia_Diesel_Manuelle_2017_à_Dakhla_56283337.htm,Manuelle,Diesel,110 000 - 119 999,Skoda,Octavia,8 CV,163 000 DH
https://www.avito.ma/fr/hay_alqods/voitures_de_location/Tucson_Hybrid_a_louer_56216006.htm,,,,,,,199 DH
https://www.avito.ma/fr/berrechid/voitures_d'occasion/passat_b6__56283334.htm,Automatique,Essence,120 000 - 129 999,Volkswagen,Passat,11 CV,
https://www.avito.ma/fr/californie/voitures_d'occasion/Fiat_Doblo_Diesel_Manuelle_2017_à_Casablanca_56283317.htm,Manuelle,Diesel,120 000 - 129 999,Fiat,Doblo,5 CV,
https://www.avito.ma/fr/tilila/voitures_d'occasion/Clio_4_diesel_2019_première_main__56283318.htm,Manuelle,Diesel,140 000 - 149 999,Renault,Clio,6 CV,115 000 DH
https://www.avito.ma/fr/ain_sebaa/voitures_d'occasion/fiesta__56283315.htm,Manuelle,Diesel,190 000 - 199 999,Ford,Fiesta,6 CV,95 000 DH
https://www.avito.ma/fr/centre/voitures_d'occasion/Audi_A3_Diesel_Automatique_2015_à_Fès_56283316.htm,Automatique,Diesel,20 000 - 24 999,Audi,A3,8 CV,
https://www.avito.ma/fr/hay_chmaou/voitures_de_location/Megane_4_verte_a_louer_56216704.htm,,,,,,,199 DH
https://www.avito.ma/fr/anfa/voitures_d'occasion/Bmw_serie_7_56283319.htm,Automatique,Diesel,250 000 - 299 999,BMW,Série 7,12 CV,145 000 DH
https://www.avito.ma/fr/hay_riad/voitures_d'occasion/alfa_rome_giulietta_56283310.htm,Manuelle,Diesel,200 000 - 249 999,Alfa Romeo,Giulietta,8 CV,85 000 DH
https://www.avito.ma/fr/oulfa/voitures_d'occasion/Jetta_2019_56283312.htm,Automatique,Diesel,100 000 - 109 999,Volkswagen,Jetta,8 CV,180 000 DH
https://www.avito.ma/fr/centre_ville/voitures_de_location/كراء_سيارة_فاخرة_t_roc__56180671.htm,,,,,,,199 DH
https://www.avito.ma/fr/berrechid/voitures_d'occasion/Volkswagen_Passat_Essence_Automatique_2010_56283309.htm,Automatique,Essence,120 000 - 129 999,Volkswagen,Passat,11 CV,
https://www.avito.ma/fr/ain_mezouar/voitures_de_location/Dacia_Logan_56273383.htm,,,,,,,150 DH
https://www.avito.ma/fr/hamria/voitures_d'occasion/Mercedes_classe_A_56283304.htm,Automatique,Diesel,15 000 - 19 999,Mercedes-Benz,Classe A,7 CV,355 000 DH
https://www.avito.ma/fr/autre_secteur/voitures_de_location/Nouvelle_T_roc_a_louer_a_rabat__56219844.htm,,,,,,,430 DH
https://www.avito.ma/fr/khouribga/voitures_d'occasion/سطروين_سي4_56283303.htm,Manuelle,Diesel,30 000 - 34 999,Citroen,C4,6 CV,95 000 DH
https://www.avito.ma/fr/founty/voitures_de_location/location_de_voiture_aéroport_agadir_al_massira_56026665.htm,,,,,,,240 DH
https://www.avito.ma/fr/hay_riad/voitures_d'occasion/Mercedes_Benz_GLC_220_56283301.htm,Automatique,Diesel,160 000 - 169 999,Mercedes-Benz,220,10 CV,
https://www.avito.ma/fr/aïn_chock/voitures_d'occasion/MERCEDES_BENZ_CLA_2021_pack_amg__55144344.htm,Automatique,Diesel,90 000 - 94 999,Mercedes-Benz,Classe CLA,8 CV,
https://www.avito.ma/fr/ahlane/voitures_d'occasion/Peugeot_208_56283302.htm,Manuelle,Diesel,110 000 - 119 999,Peugeot,208,6 CV,124 000 DH
https://www.avito.ma/fr/autre_secteur/voitures_d'occasion/Kia_Sportage_Black_Edition_2023_56113976.htm,Automatique,Diesel,65 000 - 69 999,Kia,Sportage,6 CV,
https://www.avito.ma/fr/californie/voitures_d'occasion/classe_a_200_d__56217257.htm,Automatique,Diesel,15 000 - 19 999,Mercedes-Benz,Classe A,8 CV,430 000 DH
https://www.avito.ma/fr/sidi_maarouf/voitures_d'occasion/VOLKSWAGEN_TOUAREG_2013_56268871.htm,Automatique,Diesel,190 000 - 199 999,Volkswagen,Touareg,12 CV,138 000 DH
https://www.avito.ma/fr/2_mars/voitures_d'occasion/Fiat_500_Essence_Automatique_2021_à_Casablanca_56223315.htm,Automatique,Essence,70 000 - 74 999,Fiat,500,6 CV,145 000 DH
https://www.avito.ma/fr/khemisset/voitures_d'occasion/Tiguan_1er_main_automatique__56279898.htm,Automatique,Diesel,130 000 - 139 999,Volkswagen,Tiguan,8 CV,233 000 DH
https://www.avito.ma/fr/hay_massira/voitures_d'occasion/Hyundai_Tucson_1er_main__55613002.htm,Manuelle,Diesel,100 000 - 109 999,Hyundai,Tucson,7 CV,210 000 DH
https://www.avito.ma/fr/hamria/voitures_d'occasion/Hyundai_Santa_Fe_Diesel_Manuelle_2010_à_Meknès_56283323.htm,Manuelle,Diesel,200 000 - 249 999,Hyundai,Santa Fe,9 CV,97 000 DH
https://www.avito.ma/fr/dakhla/voitures_d'occasion/Skoda_Octavia_Diesel_Manuelle_2017_à_Dakhla_56283337.htm,Manuelle,Diesel,110 000 - 119 999,Skoda,Octavia,8 CV,163 000 DH
https://www.avito.ma/fr/anfa/voitures_d'occasion/Bmw_serie_7_56283319.htm,Automatique,Diesel,250 000 - 299 999,BMW,Série 7,12 CV,145 000 DH
https://www.avito.ma/fr/casablanca_finance_city/voitures_d'occasion/audi_A4_2022_56283321.htm,Automatique,Diesel,95 000 - 99 999,Audi,A4,8 CV,340 000 DH
https://www.avito.ma/fr/tilila/voitures_d'occasion/Clio_4_diesel_2019_première_main__56283318.htm,Manuelle,Diesel,140 000 - 149 999,Renault,Clio,6 CV,115 000 DH
https://www.avito.ma/fr/berrechid/voitures_d'occasion/passat_b6__56283334.htm,Automatique,Essence,120 000 - 129 999,Volkswagen,Passat,11 CV,
https://www.avito.ma/fr/branes_2/voitures_d'occasion/dacia_logan__56283332.htm,Manuelle,Diesel,30 000 - 34 999,Dacia,Logan,6 CV,120 000 DH
https://www.avito.ma/fr/zitoune/voitures_d'occasion/hyundai_56283336.htm,Manuelle,Essence,5 000 - 9 999,Hyundai,Elantra,9 CV,
https://www.avito.ma/fr/hay_alqods/voitures_de_location/Tucson_Hybrid_a_louer_56216006.htm,,,,,,,199 DH
https://www.avito.ma/fr/centre_ville/voitures_de_location/كراء_سيارة_فاخرة_t_roc__56180671.htm,,,,,,,199 DH
https://www.avito.ma/fr/ain_sebaa/voitures_d'occasion/fiesta__56283315.htm,Manuelle,Diesel,190 000 - 199 999,Ford,Fiesta,6 CV,95 000 DH
https://www.avito.ma/fr/oulfa/voitures_d'occasion/Jetta_2019_56283312.htm,Automatique,Diesel,100 000 - 109 999,Volkswagen,Jetta,8 CV,180 000 DH
https://www.avito.ma/fr/californie/voitures_d'occasion/Fiat_Doblo_Diesel_Manuelle_2017_à_Casablanca_56283317.htm,Manuelle,Diesel,120 000 - 129 999,Fiat,Doblo,5 CV,
https://www.avito.ma/fr/hay_chmaou/voitures_de_location/Megane_4_verte_a_louer_56216704.htm,,,,,,,199 DH
https://www.avito.ma/fr/hay_riad/voitures_d'occasion/alfa_rome_giulietta_56283310.htm,Manuelle,Diesel,200 000 - 249 999,Alfa Romeo,Giulietta,8 CV,85 000 DH
https://www.avito.ma/fr/centre/voitures_d'occasion/Audi_A3_Diesel_Automatique_2015_à_Fès_56283316.htm,Automatique,Diesel,20 000 - 24 999,Audi,A3,8 CV,
https://www.avito.ma/fr/berrechid/voitures_d'occasion/Volkswagen_Passat_Essence_Automatique_2010_56283309.htm,Automatique,Essence,120 000 - 129 999,Volkswagen,Passat,11 CV,
https://www.avito.ma/fr/hamria/voitures_d'occasion/Mercedes_classe_A_56283304.htm,Automatique,Diesel,15 000 - 19 999,Mercedes-Benz,Classe A,7 CV,355 000 DH
https://www.avito.ma/fr/ain_mezouar/voitures_de_location/Dacia_Logan_56273383.htm,,,,,,,150 DH
https://www.avito.ma/fr/khouribga/voitures_d'occasion/سطروين_سي4_56283303.htm,Manuelle,Diesel,30 000 - 34 999,Citroen,C4,6 CV,95 000 DH
https://www.avito.ma/fr/aïn_chock/voitures_d'occasion/MERCEDES_BENZ_CLA_2021_pack_amg__55144344.htm,Automatique,Diesel,90 000 - 94 999,Mercedes-Benz,Classe CLA,8 CV,
https://www.avito.ma/fr/autre_secteur/voitures_de_location/Nouvelle_T_roc_a_louer_a_rabat__56219844.htm,,,,,,,430 DH
https://www.avito.ma/fr/hay_riad/voitures_d'occasion/Mercedes_Benz_GLC_220_56283301.htm,Automatique,Diesel,160 000 - 169 999,Mercedes-Benz,220,10 CV,
https://www.avito.ma/fr/californie/voitures_d'occasion/classe_a_200_d__56217257.htm,Automatique,Diesel,15 000 - 19 999,Mercedes-Benz,Classe A,8 CV,430 000 DH
https://www.avito.ma/fr/ahlane/voitures_d'occasion/Peugeot_208_56283302.htm,Manuelle,Diesel,110 000 - 119 999,Peugeot,208,6 CV,124 000 DH
https://www.avito.ma/fr/founty/voitures_de_location/location_de_voiture_aéroport_agadir_al_massira_56026665.htm,,,,,,,240 DH
https://www.avito.ma/fr/sidi_maarouf/voitures_d'occasion/VOLKSWAGEN_TOUAREG_2013_56268871.htm,Automatique,Diesel,190 000 - 199 999,Volkswagen,Touareg,12 CV,138 000 DH
https://www.avito.ma/fr/2_mars/voitures_d'occasion/Fiat_500_Essence_Automatique_2021_à_Casablanca_56223315.htm,Automatique,Essence,70 000 - 74 999,Fiat,500,6 CV,145 000 DH
https://www.avito.ma/fr/autre_secteur/voitures_d'occasion/Kia_Sportage_Black_Edition_2023_56113976.htm,Automatique,Diesel,65 000 - 69 999,Kia,Sportage,6 CV,
https://www.avito.ma/fr/khemisset/voitures_d'occasion/Tiguan_1er_main_automatique__56279898.htm,Automatique,Diesel,130 000 - 139 999,Volkswagen,Tiguan,8 CV,233 000 DH
https://www.avito.ma/fr/sidi_bernoussi/voitures_d'occasion/Dacia_Stepway_Diesel_en_très_bon_état_à_Casablanca_56283297.htm,Manuelle,Diesel,150 000 - 159 999,Dacia,Sandero,6 CV,95 000 DH
https://www.avito.ma/fr/hay_massira/voitures_d'occasion/Hyundai_Tucson_1er_main__55613002.htm,Manuelle,Diesel,100 000 - 109 999,Hyundai,Tucson,7 CV,210 000 DH
https://www.avito.ma/fr/centre/voitures_d'occasion/Audi_A3_Diesel_Automatique_2015_à_Fès_56283296.htm,Automatique,Diesel,20 000 - 24 999,Audi,A3,8 CV,
https://www.avito.ma/fr/agdal/voitures_d'occasion/Bmw_serie_4_56283295.htm,Automatique,Diesel,85 000 - 89 999,BMW,Série 4,8 CV,280 000 DH
https://www.avito.ma/fr/hay_alqods/voitures_de_location/Tucson_Hybrid_a_louer_56216006.htm,,,,,,,199 DH
https://www.avito.ma/fr/californie/voitures_d'occasion/Fiat_Doblo_Diesel_Manuelle_2017_à_Casablanca_56283317.htm,Manuelle,Diesel,120 000 - 129 999,Fiat,Doblo,5 CV,
https://www.avito.ma/fr/hamria/voitures_d'occasion/Hyundai_Santa_Fe_Diesel_Manuelle_2010_à_Meknès_56283323.htm,Manuelle,Diesel,200 000 - 249 999,Hyundai,Santa Fe,9 CV,97 000 DH
https://www.avito.ma/fr/anfa/voitures_d'occasion/Bmw_serie_7_56283319.htm,Automatique,Diesel,250 000 - 299 999,BMW,Série 7,12 CV,145 000 DH
https://www.avito.ma/fr/berrechid/voitures_d'occasion/passat_b6__56283334.htm,Automatique,Essence,120 000 - 129 999,Volkswagen,Passat,11 CV,
https://www.avito.ma/fr/zitoune/voitures_d'occasion/hyundai_56283336.htm,Manuelle,Essence,5 000 - 9 999,Hyundai,Elantra,9 CV,
https://www.avito.ma/fr/tilila/voitures_d'occasion/Clio_4_diesel_2019_première_main__56283318.htm,Manuelle,Diesel,140 000 - 149 999,Renault,Clio,6 CV,115 000 DH
https://www.avito.ma/fr/dakhla/voitures_d'occasion/Skoda_Octavia_Diesel_Manuelle_2017_à_Dakhla_56283337.htm,Manuelle,Diesel,110 000 - 119 999,Skoda,Octavia,8 CV,163 000 DH
https://www.avito.ma/fr/casablanca_finance_city/voitures_d'occasion/audi_A4_2022_56283321.htm,Automatique,Diesel,95 000 - 99 999,Audi,A4,8 CV,340 000 DH
https://www.avito.ma/fr/branes_2/voitures_d'occasion/dacia_logan__56283332.htm,Manuelle,Diesel,30 000 - 34 999,Dacia,Logan,6 CV,120 000 DH
https://www.avito.ma/fr/hay_chmaou/voitures_de_location/Megane_4_verte_a_louer_56216704.htm,,,,,,,199 DH
https://www.avito.ma/fr/ain_sebaa/voitures_d'occasion/fiesta__56283315.htm,Manuelle,Diesel,190 000 - 199 999,Ford,Fiesta,6 CV,95 000 DH
https://www.avito.ma/fr/centre/voitures_d'occasion/Audi_A3_Diesel_Automatique_2015_à_Fès_56283316.htm,Automatique,Diesel,20 000 - 24 999,Audi,A3,8 CV,
https://www.avito.ma/fr/oulfa/voitures_d'occasion/Jetta_2019_56283312.htm,Automatique,Diesel,100 000 - 109 999,Volkswagen,Jetta,8 CV,180 000 DH
https://www.avito.ma/fr/centre_ville/voitures_de_location/كراء_سيارة_فاخرة_t_roc__56180671.htm,,,,,,,199 DH
https://www.avito.ma/fr/hamria/voitures_d'occasion/Mercedes_classe_A_56283304.htm,Automatique,Diesel,15 000 - 19 999,Mercedes-Benz,Classe A,7 CV,355 000 DH
https://www.avito.ma/fr/hay_riad/voitures_d'occasion/alfa_rome_giulietta_56283310.htm,Manuelle,Diesel,200 000 - 249 999,Alfa Romeo,Giulietta,8 CV,85 000 DH
https://www.avito.ma/fr/khouribga/voitures_d'occasion/سطروين_سي4_56283303.htm,Manuelle,Diesel,30 000 - 34 999,Citroen,C4,6 CV,95 000 DH
https://www.avito.ma/fr/aïn_chock/voitures_d'occasion/MERCEDES_BENZ_CLA_2021_pack_amg__55144344.htm,Automatique,Diesel,90 000 - 94 999,Mercedes-Benz,Classe CLA,8 CV,
https://www.avito.ma/fr/berrechid/voitures_d'occasion/Volkswagen_Passat_Essence_Automatique_2010_56283309.htm,Automatique,Essence,120 000 - 129 999,Volkswagen,Passat,11 CV,
https://www.avito.ma/fr/ain_mezouar/voitures_de_location/Dacia_Logan_56273383.htm,,,,,,,150 DH
https://www.avito.ma/fr/hay_riad/voitures_d'occasion/Mercedes_Benz_GLC_220_56283301.htm,Automatique,Diesel,160 000 - 169 999,Mercedes-Benz,220,10 CV,
https://www.avito.ma/fr/ahlane/voitures_d'occasion/Peugeot_208_56283302.htm,Manuelle,Diesel,110 000 - 119 999,Peugeot,208,6 CV,124 000 DH
https://www.avito.ma/fr/autre_secteur/voitures_de_location/Nouvelle_T_roc_a_louer_a_rabat__56219844.htm,,,,,,,430 DH
https://www.avito.ma/fr/autre_secteur/voitures_d'occasion/Kia_Sportage_Black_Edition_2023_56113976.htm,Automatique,Diesel,65 000 - 69 999,Kia,Sportage,6 CV,
https://www.avito.ma/fr/sidi_maarouf/voitures_d'occasion/VOLKSWAGEN_TOUAREG_2013_56268871.htm,Automatique,Diesel,190 000 - 199 999,Volkswagen,Touareg,12 CV,138 000 DH
https://www.avito.ma/fr/californie/voitures_d'occasion/classe_a_200_d__56217257.htm,Automatique,Diesel,15 000 - 19 999,Mercedes-Benz,Classe A,8 CV,430 000 DH
https://www.avito.ma/fr/2_mars/voitures_d'occasion/Fiat_500_Essence_Automatique_2021_à_Casablanca_56223315.htm,Automatique,Essence,70 000 - 74 999,Fiat,500,6 CV,145 000 DH
https://www.avito.ma/fr/founty/voitures_de_location/location_de_voiture_aéroport_agadir_al_massira_56026665.htm,,,,,,,240 DH
https://www.avito.ma/fr/sidi_bernoussi/voitures_d'occasion/Dacia_Stepway_Diesel_en_très_bon_état_à_Casablanca_56283297.htm,Manuelle,Diesel,150 000 - 159 999,Dacia,Sandero,6 CV,95 000 DH
https://www.avito.ma/fr/hay_massira/voitures_d'occasion/Hyundai_Tucson_1er_main__55613002.htm,Manuelle,Diesel,100 000 - 109 999,Hyundai,Tucson,7 CV,210 000 DH
https://www.avito.ma/fr/agdal/voitures_d'occasion/Bmw_serie_4_56283295.htm,Automatique,Diesel,85 000 - 89 999,BMW,Série 4,8 CV,280 000 DH
https://www.avito.ma/fr/khemisset/voitures_d'occasion/Tiguan_1er_main_automatique__56279898.htm,Automatique,Diesel,130 000 - 139 999,Volkswagen,Tiguan,8 CV,233 000 DH
https://www.avito.ma/fr/centre/voitures_d'occasion/Audi_A3_Diesel_Automatique_2015_à_Fès_56283296.htm,Automatique,Diesel,20 000 - 24 999,Audi,A3,8 CV,
https://www.avito.ma/fr/hamria/voitures_d'occasion/Hyundai_Santa_Fe_Diesel_Manuelle_2010_à_Meknès_56283323.htm,Manuelle,Diesel,200 000 - 249 999,Hyundai,Santa Fe,9 CV,97 000 DH
https://www.avito.ma/fr/zitoune/voitures_d'occasion/hyundai_56283336.htm,Manuelle,Essence,5 000 - 9 999,Hyundai,Elantra,9 CV,
https://www.avito.ma/fr/branes_2/voitures_d'occasion/dacia_logan__56283332.htm,Manuelle,Diesel,30 000 - 34 999,Dacia,Logan,6 CV,120 000 DH
https://www.avito.ma/fr/berrechid/voitures_d'occasion/passat_b6__56283334.htm,Automatique,Essence,120 000 - 129 999,Volkswagen,Passat,11 CV,
https://www.avito.ma/fr/casablanca_finance_city/voitures_d'occasion/audi_A4_2022_56283321.htm,Automatique,Diesel,95 000 - 99 999,Audi,A4,8 CV,340 000 DH
https://www.avito.ma/fr/hay_alqods/voitures_de_location/Tucson_Hybrid_a_louer_56216006.htm,,,,,,,199 DH
https://www.avito.ma/fr/dakhla/voitures_d'occasion/Skoda_Octavia_Diesel_Manuelle_2017_à_Dakhla_56283337.htm,Manuelle,Diesel,110 000 - 119 999,Skoda,Octavia,8 CV,163 000 DH
https://www.avito.ma/fr/centre_ville/voitures_de_location/Location_de_Voitures_Huren_Cars___Dès_200_Dhs_jour_54350087.htm,,,,,,,
https://www.avito.ma/fr/autre_secteur/voitures_de_location/Vehicule_citadine_disponible__56216818.htm,,,,,,,399 DH
https://www.avito.ma/fr/ahammar/voitures_de_location/Location_de_voiture_des_citroen_c3_et_c4_56214975.htm,,,,,,,199 DH
https://www.avito.ma/fr/californie/voitures_d'occasion/Fiat_Doblo_Diesel_Manuelle_2017_à_Casablanca_56283317.htm,Manuelle,Diesel,120 000 - 129 999,Fiat,Doblo,5 CV,
https://www.avito.ma/fr/centre/voitures_d'occasion/Audi_A3_Diesel_Automatique_2015_à_Fès_56283316.htm,Automatique,Diesel,20 000 - 24 999,Audi,A3,8 CV,
https://www.avito.ma/fr/oulfa/voitures_d'occasion/Jetta_2019_56283312.htm,Automatique,Diesel,100 000 - 109 999,Volkswagen,Jetta,8 CV,180 000 DH
https://www.avito.ma/fr/hay_chmaou/voitures_de_location/Megane_4_verte_a_louer_56216704.htm,,,,,,,199 DH
https://www.avito.ma/fr/hay_riad/voitures_d'occasion/alfa_rome_giulietta_56283310.htm,Manuelle,Diesel,200 000 - 249 999,Alfa Romeo,Giulietta,8 CV,85 000 DH
https://www.avito.ma/fr/ain_mezouar/voitures_de_location/Dacia_Logan_56273383.htm,,,,,,,150 DH
https://www.avito.ma/fr/tilila/voitures_d'occasion/Clio_4_diesel_2019_première_main__56283318.htm,Manuelle,Diesel,140 000 - 149 999,Renault,Clio,6 CV,115 000 DH
https://www.avito.ma/fr/centre_ville/voitures_de_location/كراء_سيارة_فاخرة_t_roc__56180671.htm,,,,,,,199 DH
