url,type_boit,type_carburant,kilometrage,marke,model,puissance,price,has_abs,has_airbags,has_bluetooth_audio,has_rear_camera,has_ac,has_esp,has_alloy_wheels,has_speed_limiter,has_trip_computer,has_parking_sensor,has_cruise_control,has_leather_seats,has_gps,has_sunroof,has_remote_locking,has_power_windows
https://www.avito.ma/fr/2_mars/voitures_d'occasion/bmw_serie_5_modele_2021_05_54824894.htm,Automatique,Diesel,90 000 - 94 999,BMW,Série 5,8 CV,440 000 DH,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1
https://www.avito.ma/fr/sidi_bernoussi/voitures_d'occasion/volkswagen_polo_54824812.htm,Manuelle,Diesel,170 000 - 179 999,Volkswagen,Polo,6 CV,85 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/es_saada/voitures_d'occasion/BMW_Série_7_Essence_Automatique_2004_à_Marrakech_54824953.htm,Automatique,Essence,65 000 - 69 999,BMW,Série 7,21 CV,45 000 DH,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
https://www.avito.ma/fr/agdal/voitures_d'occasion/Dacia_Logan_Diesel_Manuelle_2023_à_Marrakech_54824963.htm,Manuelle,Diesel,15 000 - 19 999,Dacia,Logan,6 CV,162 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/hay_essalam/voitures_d'occasion/Ford_kuga_2eme_main_à_vendre__54824903.htm,Manuelle,Diesel,150 000 - 159 999,Ford,Cougar,8 CV,175 000 DH,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1
https://www.avito.ma/fr/centre_ville/voitures_d'occasion/Hyundai_i20__54824793.htm,Manuelle,Essence,5 000 - 9 999,Hyundai,i20,7 CV,105 000 DH,0,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1
https://www.avito.ma/fr/berrechid/voitures_d'occasion/dacia_duster_54824876.htm,Manuelle,Diesel,20 000 - 24 999,Dacia,Duster,6 CV,115 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/centre/voitures_d'occasion/FORD_KUGA__54824535.htm,Manuelle,Diesel,30 000 - 34 999,Ford,Kuga,6 CV,199 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/ain_harrouda/voitures_d'occasion/Renault_Super_5_Essence_Manuelle_1993_54824742.htm,Manuelle,Essence,300 000 - 349 999,Renault,Super 5,6 CV,18 000 DH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/2_mars/voitures_d'occasion/Opel_Astra_a_vendre__54824617.htm,Manuelle,Diesel,190 000 - 199 999,Opel,Astra,7 CV,55 000 DH,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0
https://www.avito.ma/fr/taza/voitures_d'occasion/Peugeot_205_Diesel_Manuelle_1986_à_Taza_54824399.htm,Manuelle,Diesel,30 000 - 34 999,Peugeot,205,6 CV,30 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/casablanca_finance_city/voitures_d'occasion/Peugeot_Tepee__54824768.htm,Manuelle,Diesel,170 000 - 179 999,Peugeot,Tepee,6 CV,120 000 DH,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1
https://www.avito.ma/fr/aïn_diab/voitures_d'occasion/BMW_X5_Diesel_Faible_kilométrage__54824673.htm,Automatique,Diesel,35 000 - 39 999,BMW,X5,12 CV,595 000 DH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www.avito.ma/fr/yacoub_el_mansour/voitures_d'occasion/vente_Renault_express_54824478.htm,Manuelle,Diesel,45 000 - 49 999,Renault,Express,6 CV,162 000 DH,1,1,0,0,1,1,0,1,1,1,1,0,0,0,1,1
https://www.avito.ma/fr/harhoura/voitures_d'occasion/honda_civic_98_3in_3ouda_tmn_3_500_54824609.htm,Manuelle,Essence,0 - 4 999,Honda,Civic,9 CV,30 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.avito.ma/fr/maihta/voitures_d'occasion/Volkswagen_Tiguan_Diesel_Manuelle_2015_à_Taroudant_54824035.htm,Manuelle,Diesel,190 000 - 199 999,Volkswagen,Tiguan,7 CV,230 000 DH,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1
https://www.avito.ma/fr/anza/voitures_d'occasion/kangoo_d65__54824067.htm,Manuelle,Diesel,250 000 - 299 999,Renault,Kangoo,7 CV,57 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/borj/voitures_d'occasion/Fiat_500_X_Diesel_Manuelle_2017_à_Essaouira_54824042.htm,Manuelle,Diesel,70 000 - 74 999,Fiat,500X,7 CV,145 000 DH,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
https://www.avito.ma/fr/sbata/voitures_d'occasion/Mercedes_Benz_Classe_CLA_Diesel_Automatique_2015_54823934.htm,Automatique,Diesel,150 000 - 159 999,Mercedes-Benz,Classe CLA,8 CV,225 000 DH,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
https://www.avito.ma/fr/asilah/voitures_d'occasion/Renault_Kangoo_Diesel_Manuelle_2021_à_Asilah_54824234.htm,Manuelle,Diesel,45 000 - 49 999,Renault,Kangoo,6 CV,110 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/agdal/voitures_d'occasion/Audi_Q5_S_Line_54824210.htm,Automatique,Diesel,100 000 - 109 999,Audi,Q5,8 CV,260 000 DH,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1
https://www.avito.ma/fr/agdal/voitures_d'occasion/Toyota_Yaris_Essence_Manuelle_2021_à_Rabat_54824370.htm,Manuelle,Essence,20 000 - 24 999,Toyota,Yaris,6 CV,147 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/centre_ville/voitures_d'occasion/Peugeot_406_54824036.htm,Manuelle,Diesel,0 - 4 999,Peugeot,406,8 CV,48 000 DH,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
https://www.avito.ma/fr/settat/voitures_d'occasion/Audi_A4_s_line__54824057.htm,Manuelle,Diesel,170 000 - 179 999,Audi,A4,8 CV,165 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/el_haouzia/voitures_d'occasion/voiture_volkswagen__54823892.htm,Manuelle,Diesel,20 000 - 24 999,Volkswagen,Golf 6,6 CV,,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
https://www.avito.ma/fr/hay_riad/voitures_d'occasion/Porsche_Cayenne_54824170.htm,Automatique,Diesel,350 000 - 399 999,Porsche,Cayenne,11 CV,150 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/aïn_chock/voitures_d'occasion/tiguan_2017_54823891.htm,Manuelle,Diesel,190 000 - 199 999,Volkswagen,Tiguan,8 CV,210 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/oued_amlil/voitures_d'occasion/فياط_فيورينو_ديزل_يدوي_2019_في_واد_امليل_54823857.htm,Manuelle,Diesel,20 000 - 24 999,Fiat,Fiorino,6 CV,90 000 DH,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
https://www.avito.ma/fr/ancienne_medina/voitures_d'occasion/punto_classic_2009_54823873.htm,Manuelle,Essence,200 000 - 249 999,Fiat,Punto,6 CV,47 000 DH,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1
https://www.avito.ma/fr/autre_secteur/voitures_d'occasion/Renault_19_Mazout_à_vendre__54823831.htm,Manuelle,Diesel,300 000 - 349 999,Renault,19,7 CV,33 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.avito.ma/fr/ain_sebaa/voitures_d'occasion/Peugeot_508_toute_option__54823811.htm,Automatique,Diesel,40 000 - 44 999,Peugeot,508,8 CV,189 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/centre_ville/voitures_d'occasion/Dacia_duster_auto_54823845.htm,Automatique,Diesel,100 000 - 109 999,Dacia,Duster,4 CV,168 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/er_rissani/voitures_d'occasion/Volkswagen_Passat_CC_Diesel_Manuelle_2016_54823835.htm,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Passat CC,8 CV,173 000 DH,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1
https://www.avito.ma/fr/hay_el_farah/voitures_d'occasion/Peugeot_309_الثمن_22000_54823842.htm,Manuelle,Diesel,45 000 - 49 999,Peugeot,309,7 CV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/mghogha/voitures_d'occasion/Audi_Q5_Diesel_Automatique_2017_à_Tanger_54823776.htm,Automatique,Diesel,90 000 - 94 999,Audi,Q5,8 CV,275 000 DH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www.avito.ma/fr/aouama_gharbia/voitures_d'occasion/Volkswagen_54823815.htm,Manuelle,Diesel,25 000 - 29 999,Volkswagen,Vento,10 CV,135 000 DH,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
https://www.avito.ma/fr/hay_annahda/voitures_d'occasion/رونو_ميغان_3_ديزل_يدوي_2010_في_مراكش_54823753.htm,Manuelle,Diesel,250 000 - 299 999,Renault,Megane,6 CV,78 000 DH,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1
https://www.avito.ma/fr/achennad/voitures_d'occasion/tanger_harariine__54823751.htm,Automatique,Diesel,5 000 - 9 999,Fiat,Doblo,5 CV,,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
https://www.avito.ma/fr/centre_ville/voitures_d'occasion/Passat_cc_54823757.htm,Automatique,Diesel,200 000 - 249 999,Volkswagen,Passat CC,Plus de 41 CV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_moumen/voitures_d'occasion/kangoo_bagra_54823589.htm,Manuelle,Diesel,400 000 - 449 999,Renault,Kangoo,7 CV,80 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/abdelmoumen/voitures_d'occasion/BMW_série_M_54823703.htm,Automatique,Diesel,250 000 - 299 999,BMW,Série 1,8 CV,100 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_moumen/voitures_d'occasion/kangoo_a_vendre__54823631.htm,Manuelle,Diesel,400 000 - 449 999,Renault,Kangoo,7 CV,80 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/guéliz/voitures_d'occasion/volkswagen_golf_6_54823673.htm,Manuelle,Essence,200 000 - 249 999,Volkswagen,Golf 6,9 CV,90 000 DH,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1
https://www.avito.ma/fr/oulfa/voitures_d'occasion/Kia_Sportage__54823663.htm,Manuelle,Diesel,170 000 - 179 999,Kia,Sportage,8 CV,110 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/bab_fès/voitures_d'occasion/caddy_meilleur_etat_54823588.htm,Automatique,Diesel,160 000 - 169 999,Volkswagen,Caddy,6 CV,170 000 DH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www.avito.ma/fr/hay_lazaret/voitures_d'occasion/je_vends_ma_voiture_tiguan__54823578.htm,Automatique,Diesel,100 000 - 109 999,Volkswagen,Tiguan,8 CV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/aïn_chock/voitures_d'occasion/Volkswagen_Golf_4_tdi_110_54823562.htm,Manuelle,Diesel,250 000 - 299 999,Volkswagen,Golf 4,8 CV,39 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/aïn_chock/voitures_d'occasion/golf_2_diesel__54823543.htm,Manuelle,Diesel,40 000 - 44 999,Volkswagen,Golf 2,6 CV,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
https://www.avito.ma/fr/beni_said/voitures_d'occasion/Peugeot_54823521.htm,Manuelle,Diesel,250 000 - 299 999,Peugeot,Partner,Plus de 41 CV,80 000 DH,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/errahma/voitures_d'occasion/Suzuki_Alto_Essence_Manuelle_2007_à_Casablanca_54823554.htm,Manuelle,Essence,190 000 - 199 999,Suzuki,Alto,6 CV,26 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/berrechid/voitures_d'occasion/Volkswagen_Golf_7_Diesel_Automatique_2016__54823457.htm,Automatique,Diesel,170 000 - 179 999,Volkswagen,Golf 7,6 CV,200 000 DH,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
https://www.avito.ma/fr/khouribga/voitures_d'occasion/Golf_7_5__54823412.htm,Automatique,Diesel,170 000 - 179 999,Volkswagen,Golf 7,Plus de 41 CV,300 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/agdal/voitures_d'occasion/Clio_5_modèle_2023_54823500.htm,Manuelle,Diesel,60 000 - 64 999,Renault,Clio,6 CV,,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0
https://www.avito.ma/fr/autre_secteur/voitures_d'occasion/nissan_54823407.htm,Manuelle,Essence,250 000 - 299 999,Nissan,Tino,9 CV,55 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/autre_secteur/voitures_d'occasion/fiat_palio_54823436.htm,Manuelle,Essence,25 000 - 29 999,Fiat,Palio,6 CV,33 000 DH,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
https://www.avito.ma/fr/zagora/voitures_d'occasion/جماعة_تزارين_عمالة_زاكورة__54823499.htm,Manuelle,Diesel,0 - 4 999,Renault,Kangoo,7 CV,65 000 DH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
https://www.avito.ma/fr/sbata/voitures_d'occasion/Toyota_Starlet_Essence_Manuelle_1999_à_Casablanca_54823504.htm,Manuelle,Essence,140 000 - 149 999,Toyota,Starlet,7 CV,25 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/wislane/voitures_d'occasion/رونو_19_سطوريا_نقية_تربو__54823431.htm,Manuelle,Essence,5 000 - 9 999,Renault,19,7 CV,52 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/dar_el_lhamra/voitures_d'occasion/رونو_سنيك_ديزل_يدوي_2000_في_سلا_54823470.htm,Manuelle,Diesel,60 000 - 64 999,Renault,Scenic,7 CV,48 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/el_bassatine/voitures_d'occasion/Dacia_Duster_Diesel_Manuelle_2015_à_Meknès_54823440.htm,Manuelle,Diesel,140 000 - 149 999,Dacia,Duster,7 CV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/imarat/voitures_d'occasion/رونو_كونغو_54823406.htm,Manuelle,Diesel,300 000 - 349 999,Renault,Kangoo,7 CV,72 000 DH,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1
https://www.avito.ma/fr/centre_ville/voitures_d'occasion/Hyundai_Tucson_Diesel_Automatique_2019_54823404.htm,Automatique,Diesel,140 000 - 149 999,Hyundai,Tucson,6 CV,270 000 DH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www.avito.ma/fr/hamria/voitures_d'occasion/Mercedes_Benz_Classe_A_54823340.htm,Manuelle,Diesel,300 000 - 349 999,Mercedes-Benz,Classe A,6 CV,45 000 DH,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/al_kodia/voitures_d'occasion/Dacia_Sandero_Diesel_Manuelle_2009_à_El_Jadida_54823303.htm,Manuelle,Diesel,100 000 - 109 999,Dacia,Sandero,8 CV,58 000 DH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.avito.ma/fr/hay_mohammadi/voitures_d'occasion/express_54823342.htm,Manuelle,Diesel,35 000 - 39 999,Renault,Express,6 CV,150 000 DH,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1
https://www.avito.ma/fr/casablanca/voitures_d'occasion/Dacia_dokker_Diesel__54823279.htm,Diesel,150 000 - 159 999,Dacia,Dokker,,,136 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_bernoussi/voitures_d'occasion/Suzuki_54823299.htm,Manuelle,Essence,100 000 - 109 999,Suzuki,Aerio,6 CV,16 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/rabat/voitures_d'occasion/Dacia_dokker_Diesel_Manuelle__54823268.htm,Diesel,90 000 - 94 999,Dacia,Dokker,,,139 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sala_el_jadida/voitures_d'occasion/_Elantra___54823276.htm,Manuelle,Diesel,180 000 - 189 999,Hyundai,Elantra,6 CV,132 000 DH,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1
https://www.avito.ma/fr/larache/voitures_d'occasion/bmw_318_D_______2eme_main_54823325.htm,Manuelle,Diesel,200 000 - 249 999,BMW,Série 3,8 CV,90 000 DH,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1
https://www.avito.ma/fr/casablanca/voitures_d'occasion/Dacia_dokker_neufe_54823266.htm,Diesel,100 000 - 109 999,Dacia,Dokker,,,134 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/casablanca/voitures_d'occasion/Dacia_dokker_clima__54823275.htm,Diesel,120 000 - 129 999,Dacia,Dokker,,,139 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/casablanca/voitures_d'occasion/dokker_Diesel__54823263.htm,Diesel,130 000 - 139 999,Dacia,Dokker,,,135 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/casablanca/voitures_d'occasion/Dacia_dokker_clima__54823256.htm,Diesel,130 000 - 139 999,Dacia,Dokker,,,136 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/tiznit/voitures_d'occasion/peugeot_54823254.htm,Manuelle,Diesel,20 000 - 24 999,Peugeot,Tepee,6 CV,85 000 DH,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1
https://www.avito.ma/fr/hay_lazaret/voitures_d'occasion/Volkswagen_Passat_2011__2L_TDI_bon_état_54823244.htm,Manuelle,Diesel,25 000 - 29 999,Volkswagen,Passat,8 CV,99 500 DH,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1
https://www.avito.ma/fr/amelkis/voitures_d'occasion/citroen_ax_54823201.htm,Manuelle,Diesel,40 000 - 44 999,Citroen,AX,5 CV,17 000 DH,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
https://www.avito.ma/fr/casablanca/voitures_d'occasion/Dacia_dokker_clima__54823262.htm,Diesel,120 000 - 129 999,Dacia,Dokker,,,138 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/aïn_chock/voitures_d'occasion/BMW_Série_1_Coupé__54823139.htm,Manuelle,Essence,130 000 - 139 999,BMW,Série 1,Plus de 41 CV,150 000 DH,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
https://www.avito.ma/fr/rabat/voitures_d'occasion/Dacia_dokker__54823252.htm,Diesel,120 000 - 129 999,Dacia,Dokker,,,135 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/aarid/voitures_d'occasion/Range_Rover__54823213.htm,Automatique,Diesel,140 000 - 149 999,Land Rover,Range Rover Sport,11 CV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/aïn_chock/voitures_d'occasion/Mercedes_Benz_Classe_C_2019_de_2022_54823122.htm,Automatique,Diesel,95 000 - 99 999,Mercedes-Benz,Classe C,8 CV,450 000 DH,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
https://www.avito.ma/fr/derb_omar/voitures_d'occasion/Mitsubishi_L200_Essence_Manuelle_1998_à_Casablanca_54823009.htm,Manuelle,Essence,200 000 - 249 999,Mitsubishi,L200,11 CV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/2_mars/voitures_d'occasion/Peugeot_306_54823017.htm,Manuelle,Diesel,200 000 - 249 999,Peugeot,306,8 CV,26 000 DH,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
https://www.avito.ma/fr/el_alia/voitures_d'occasion/Volkswagen_Golf_5_Diesel_Manuelle_2004_54823011.htm,Manuelle,Diesel,10 000 - 14 999,Volkswagen,Golf 5,8 CV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/hay_mabrouka/voitures_d'occasion/Volkswagen_Passat_Diesel_Manuelle_2008_à_Settat_54822814.htm,Manuelle,Diesel,350 000 - 399 999,Volkswagen,Passat,8 CV,75 000 DH,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1
https://www.avito.ma/fr/ahlane/voitures_d'occasion/dacia_duster_2021_54822991.htm,Automatique,Diesel,85 000 - 89 999,Dacia,Duster,7 CV,188 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/autre_secteur/voitures_d'occasion/Vw_Touareg_2019___54822847.htm,Automatique,Diesel,190 000 - 199 999,Volkswagen,Touareg,11 CV,390 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_moumen/voitures_d'occasion/BMW_X3_Diesel_Automatique_2013_à_Casablanca_54822829.htm,Automatique,Diesel,250 000 - 299 999,BMW,X3,8 CV,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
https://www.avito.ma/fr/wislane/voitures_d'occasion/volkswagen_golf_2_54822842.htm,Manuelle,Diesel,Plus de 500 000,Volkswagen,Golf 2,6 CV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/hay_mohammadi/voitures_d'occasion/Peugeot_206_HD_Diesel_Manuelle_2004_à_Casablanca_54822860.htm,Manuelle,Diesel,45 000 - 49 999,Peugeot,206,6 CV,55 000 DH,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1
https://www.avito.ma/fr/ain_sebaa/voitures_d'occasion/nissan__54822953.htm,Manuelle,Diesel,110 000 - 119 999,Nissan,Qashqai,6 CV,1 980 000 DH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www.avito.ma/fr/aïn_diab/voitures_d'occasion/Jeep_Wrangler_Essence_Automatique_2015_54822964.htm,Automatique,Essence,75 000 - 79 999,Jeep,Wrangler,6 CV,240 000 DH,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
https://www.avito.ma/fr/oued_fès/voitures_d'occasion/Mercedes_sprinter__54822869.htm,Manuelle,Diesel,180 000 - 189 999,Mercedes-Benz,Sprinter,10 CV,150 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/agdal/voitures_d'occasion/volsvagen_passat_B6_54822994.htm,Manuelle,Diesel,25 000 - 29 999,Volkswagen,Passat,8 CV,92 000 DH,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0
https://www.avito.ma/fr/deroua/voitures_d'occasion/Renault_Clio_Diesel_Manuelle_2017_à_Deroua_54822811.htm,Manuelle,Diesel,5 000 - 9 999,Renault,Clio,6 CV,95 000 DH,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0
https://www.avito.ma/fr/agdal/voitures_d'occasion/renault_54822758.htm,Manuelle,Diesel,40 000 - 44 999,Renault,Kangoo,6 CV,145 000 DH,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
https://www.avito.ma/fr/saâida_1_et_2/voitures_d'occasion/dacia_Sandero_Stepway__54822409.htm,Manuelle,Diesel,45 000 - 49 999,Dacia,Sandero,6 CV,,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1
https://www.avito.ma/fr/al_maghrib_al_arabi/voitures_d'occasion/Peugeot_Rifter_Diesel_Manuelle_2021_à_Kénitra_54822586.htm,Manuelle,Diesel,100 000 - 109 999,Peugeot,Rifter,6 CV,200 000 DH,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
https://www.avito.ma/fr/anfa/voitures_d'occasion/Tiguan_Rline_54822598.htm,Automatique,Diesel,130 000 - 139 999,Volkswagen,Tiguan,8 CV,,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1
https://www.avito.ma/fr/guelmim/voitures_d'occasion/Mercedes_Benz_190_Diesel_Manuelle_1993_à_Guelmim_54822404.htm,Manuelle,Diesel,Plus de 500 000,Mercedes-Benz,190,10 CV,57 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/ain_mezouar/voitures_d'occasion/Volkswagen_Polo_Diesel_Manuelle_2011_à_Marrakech_54822591.htm,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Polo,5 CV,102 000 DH,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
https://www.avito.ma/fr/massira_2/voitures_d'occasion/Renault_Laguna_Essence_Manuelle_2023_à_Marrakech_54822774.htm,Manuelle,Essence,300 000 - 349 999,Renault,Laguna,10 CV,32 000 DH,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
https://www.avito.ma/fr/errahma/voitures_d'occasion/Hyundai_Atos_54822513.htm,Manuelle,Essence,190 000 - 199 999,Hyundai,Atos,6 CV,33 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/saada/voitures_d'occasion/Superb_Mondeo__54822603.htm,Manuelle,Diesel,250 000 - 299 999,Ford,Mondeo,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/taza/voitures_d'occasion/مرسدس190_للبيع_54822394.htm,Manuelle,Diesel,15 000 - 19 999,Mercedes-Benz,190,10 CV,66 000 DH,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
https://www.avito.ma/fr/branes_1/voitures_d'occasion/Volkswagen_Golf_2_Diesel_Manuelle_1985_à_Tanger_54822376.htm,Manuelle,Diesel,300 000 - 349 999,Volkswagen,Golf 2,7 CV,28 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/laâyoune/voitures_d'occasion/Opel_Corsa__54822347.htm,Manuelle,Essence,0 - 4 999,Opel,Corsa,7 CV,35 000 DH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.avito.ma/fr/sidi_brahim/voitures_d'occasion/fiat_siena_mazot_model_2002_54822398.htm,Manuelle,Diesel,Plus de 500 000,Fiat,Siena,7 CV,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
